name,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year
A Weary Night,Baek Ji Woong,8,0.384,0.27699999999999997,1.0,-8.112,1.0,0.0317,0.835,0.0,0.10800000000000001,0.21899999999999997,131.718,269680.0,2020
Like a Moon (with Yoon Hansol),saevom,7,0.5770000000000001,0.48700000000000004,2.0,-6.611000000000001,1.0,0.0309,0.348,0.0022600000000000003,0.0859,0.35600000000000004,125.84,264560.0,2020
Beautiful (Heart 4 U Original Soundtrack),CHEN,37,0.802,0.44,2.0,-4.912,1.0,0.037000000000000005,0.23199999999999998,0.0,0.134,0.521,90.93,199693.0,2019
Dear Love,Lim Hyunsik,38,0.433,0.858,3.0,-3.3139999999999996,1.0,0.0373,0.0225,1.53e-05,0.0741,0.519,143.857,302933.0,2019
All of me,LEO,0,0.317,0.47700000000000004,10.0,-6.132000000000001,1.0,0.0503,0.7120000000000001,0.0,0.109,0.172,182.639,240520.0,2019
If I was,KIM JAE HWAN,37,0.35600000000000004,0.444,10.0,-5.843999999999999,1.0,0.0342,0.655,0.0,0.0839,0.275,130.495,313160.0,2019
Right In Front Of you,K.Will,16,0.406,0.493,11.0,-7.507000000000001,1.0,0.0331,0.718,0.0,0.114,0.14,135.765,241188.0,2019
Pretend you're all right 괜찮은 척,JI JIN SEOK,0,0.575,0.544,4.0,-4.47,1.0,0.0357,0.748,0.0,0.149,0.267,84.823,269200.0,2019
Regret,HYUN SU,0,0.38799999999999996,0.36700000000000005,7.0,-6.08,1.0,0.0314,0.583,0.0,0.11199999999999999,0.14,72.434,199587.0,2019
Wish,Jukjae,23,0.446,0.374,2.0,-10.158,1.0,0.028999999999999998,0.65,0.00808,0.125,0.17600000000000002,132.56799999999998,276480.0,2020
You didn't say anything,TAEKWOO,19,0.769,0.195,2.0,-12.027000000000001,0.0,0.0348,0.878,0.0,0.125,0.542,96.02,184219.0,2021
A Memory for Life,MAMAMOO,57,0.345,0.584,10.0,-4.773,1.0,0.0775,0.7509999999999999,0.0,0.10099999999999999,0.365,177.97400000000002,213360.0,2021
Confession Is Not Flashy - Drama Version,Mido and Falasol,36,0.75,0.366,1.0,-7.124,1.0,0.0292,0.547,0.0,0.106,0.359,102.929,235755.0,2021
This Comfort,Solji,22,0.682,0.37200000000000005,6.0,-4.675,1.0,0.0341,0.915,0.0,0.102,0.261,126.006,230013.0,2021
Alcohol-Free,TWICE,76,0.688,0.909,8.0,-1.992,1.0,0.0624,0.0474,1.35e-06,0.0674,0.7020000000000001,97.09700000000001,210573.0,2021
Save,NCT 127,66,0.7020000000000001,0.688,1.0,-4.265,1.0,0.0898,0.006690000000000001,2.58e-06,0.578,0.725,125.95,201960.0,2021
I CAN'T STOP ME,TWICE,78,0.657,0.88,10.0,-3.6719999999999997,0.0,0.102,0.121,0.0,0.46299999999999997,0.769,150.084,205493.0,2020
LILAC,IU,76,0.738,0.89,2.0,-2.275,0.0,0.0748,0.0895,1.89e-06,0.213,0.75,114.94200000000001,214253.0,2021
Butter,BTS,99,0.759,0.45899999999999996,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0906,0.695,109.99700000000001,164442.0,2021
FIRST,EVERGLOW,75,0.611,0.8640000000000001,6.0,-2.345,0.0,0.0654,0.00852,1.68e-06,0.136,0.455,152.02,212280.0,2021
Advice,TAEMIN,75,0.659,0.821,9.0,-2.215,0.0,0.0468,0.406,0.0,0.114,0.353,161.983,191640.0,2021
GEMINI,AB6IX,53,0.638,0.917,0.0,-2.525,0.0,0.228,0.10400000000000001,0.0,0.261,0.565,100.024,226933.0,2021
Rush Hour,Gaho,54,0.8079999999999999,0.672,1.0,-5.073,0.0,0.0769,0.0632,0.0,0.0996,0.67,119.03200000000001,228160.0,2021
INSIDE OUT,NU'EST,65,0.518,0.789,10.0,-5.131,0.0,0.18100000000000002,0.17600000000000002,0.0,0.34299999999999997,0.794,113.81299999999999,197307.0,2021
NOT THE END,Highlight,65,0.545,0.778,11.0,-4.322,0.0,0.039,0.0102,0.0,0.0902,0.413,100.14399999999999,218253.0,2021
Don't fight the feeling,EXO,76,0.7070000000000001,0.838,9.0,-2.983,0.0,0.11699999999999999,0.0585,0.0,0.095,0.8320000000000001,128.007,176547.0,2021
FEVER,ENHYPEN,78,0.6,0.713,6.0,-5.079,0.0,0.0592,0.0642,0.0,0.142,0.47100000000000003,72.999,172107.0,2021
In the morning,ITZY,84,0.847,0.8140000000000001,11.0,-4.668,0.0,0.152,0.0825,0.0005070000000000001,0.0948,0.711,140.05700000000002,172359.0,2021
HWAA,(G)I-DLE,70,0.384,0.868,6.0,-3.2260000000000004,0.0,0.0711,0.0458,5.82e-06,0.0797,0.233,95.027,197320.0,2021
Rollin',Brave Girls,75,0.69,0.878,1.0,-3.908,1.0,0.0917,0.0312,0.0,0.188,0.5479999999999999,124.948,197694.0,2017
You make Me,DAY6,69,0.6459999999999999,0.617,6.0,-5.606,0.0,0.0338,0.33899999999999997,0.0,0.129,0.384,100.995,218984.0,2021
Drunk-Dazed,ENHYPEN,81,0.599,0.8690000000000001,5.0,-5.1739999999999995,0.0,0.0618,0.0007070000000000001,0.0,0.0911,0.45299999999999996,132.889,193260.0,2021
On The Ground,ROSÉ,78,0.311,0.607,1.0,-6.577999999999999,1.0,0.11,0.0174,0.0,0.131,0.28600000000000003,188.7,168086.0,2021
BLACK MIRROR,ONEUS,62,0.7909999999999999,0.797,10.0,-2.7510000000000003,0.0,0.0714,0.0319,0.0,0.11199999999999999,0.8959999999999999,123.006,220320.0,2021
TAIL,SUNMI,69,0.515,0.858,9.0,-3.136,1.0,0.19,0.0435,1.8e-05,0.0796,0.428,125.07,190960.0,2021
Why Why Why,iKON,68,0.7490000000000001,0.634,0.0,-5.9639999999999995,0.0,0.0595,0.172,0.0,0.109,0.27399999999999997,123.99700000000001,206856.0,2021
Bicycle,CHUNG HA,70,0.625,0.903,4.0,-2.519,1.0,0.0594,0.006,0.0,0.235,0.825,145.97,179156.0,2021
Side By Side - Korean Version,THE 8,66,0.8079999999999999,0.752,8.0,-3.6180000000000003,0.0,0.0693,0.26899999999999996,0.0,0.10800000000000001,0.7020000000000001,96.99,179555.0,2021
Don't Say That,DALIE,36,0.597,0.466,2.0,-4.842,1.0,0.0296,0.6920000000000001,0.0,0.124,0.249,129.757,228787.0,2021
PARANOIA,KANG DANIEL,66,0.633,0.735,0.0,-3.042,0.0,0.0363,0.0513,0.0,0.259,0.5579999999999999,97.03,195333.0,2021
Burn It,Golden Child,54,0.515,0.951,6.0,-1.1440000000000001,0.0,0.155,0.0386,0.0,0.0824,0.792,185.946,209360.0,2021
Wish You Were Here,CL,60,0.7190000000000001,0.43200000000000005,5.0,-13.220999999999998,0.0,0.155,0.122,0.0501,0.107,0.13699999999999998,122.055,221218.0,2021
SO WHAT,STAYC,58,0.743,0.755,9.0,-4.591,1.0,0.0355,0.172,0.0,0.0693,0.634,100.09200000000001,178853.0,2021
Get Away,VERIVERY,55,0.7020000000000001,0.784,1.0,-3.537,0.0,0.14800000000000002,0.19699999999999998,0.0,0.157,0.6509999999999999,144.945,200547.0,2021
FEEL LIKE,WOODZ,62,0.601,0.706,10.0,-7.452000000000001,0.0,0.0516,0.00286,0.0077,0.36700000000000005,0.597,92.068,176680.0,2021
Fireworks (I'm The One),ATEEZ,72,0.7240000000000001,0.904,0.0,-3.815,1.0,0.0872,0.0419,4.79e-06,0.163,0.728,130.036,209575.0,2021
Panorama,IZ*ONE,70,0.726,0.963,9.0,-1.111,0.0,0.0916,0.0429,0.00157,0.128,0.769,126.06200000000001,222853.0,2020
CRY FOR ME,TWICE,75,0.7020000000000001,0.6920000000000001,10.0,-5.405,1.0,0.0539,0.0542,0.0,0.0877,0.419,144.89600000000002,204168.0,2020
AYA,MAMAMOO,69,0.634,0.858,4.0,-2.226,0.0,0.0809,0.10099999999999999,8.56e-06,0.258,0.637,91.68799999999999,211280.0,2020
No diggity,ONEUS,60,0.647,0.955,1.0,-1.5619999999999998,0.0,0.0789,0.017,0.0,0.115,0.591,150.063,211147.0,2021
What Do I Call You,TAEYEON,64,0.75,0.586,11.0,-4.638999999999999,0.0,0.0674,0.0733,0.0,0.34700000000000003,0.835,139.889,167747.0,2020
Given-Taken,ENHYPEN,75,0.631,0.649,8.0,-4.939,0.0,0.0377,0.17,0.0,0.321,0.45899999999999996,108.07,183090.0,2020
Lovesick Girls,BLACKPINK,24,0.6579999999999999,0.732,6.0,-4.762,1.0,0.0654,0.00513,0.0,0.13,0.409,127.995,192765.0,2020
LA DI DA,EVERGLOW,47,0.47700000000000004,0.85,3.0,-1.486,0.0,0.0911,0.00108,0.0,0.0675,0.601,163.845,210893.0,2020
Hanryang,Min Kyunghoon,55,0.698,0.7290000000000001,2.0,-3.67,1.0,0.10099999999999999,0.0605,0.0,0.0918,0.306,140.083,202867.0,2020
Let Me In (20 CUBE),ENHYPEN,70,0.483,0.795,8.0,-4.338,0.0,0.18100000000000002,0.0025800000000000003,0.0,0.0912,0.685,171.85299999999998,189859.0,2020
Celebrity,IU,74,0.73,0.784,9.0,-2.62,1.0,0.0691,0.191,0.0,0.0956,0.6729999999999999,99.995,195547.0,2021
MAGO,GFRIEND,72,0.621,0.821,6.0,-3.662,0.0,0.0364,0.00548,0.0005780000000000001,0.142,0.6459999999999999,120.06200000000001,199133.0,2020
Better,BoA,54,0.5870000000000001,0.8009999999999999,5.0,-4.22,1.0,0.22899999999999998,0.17800000000000002,0.0,0.214,0.705,92.008,199640.0,2020
Dynamite,BTS,8,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0,2020
LIT,ONEUS,56,0.772,0.8590000000000001,11.0,-3.273,0.0,0.0679,0.18600000000000003,0.0,0.309,0.845,131.976,229907.0,2019
Dream of You (with R3HAB),CHUNG HA,33,0.659,0.738,5.0,-3.8939999999999997,0.0,0.0659,0.0347,2.26e-06,0.114,0.615,117.081,192735.0,2020
La Luna,HA:TFELT,22,0.732,0.8420000000000001,10.0,-3.695,0.0,0.0518,0.114,3.32e-06,0.281,0.721,92.986,206387.0,2020
Secret Story of the Swan,IZ*ONE,42,0.703,0.941,7.0,-0.995,0.0,0.0808,0.131,0.0,0.319,0.758,102.969,192333.0,2020
VILLAIN,K/DA,73,0.653,0.634,5.0,-5.875,0.0,0.0391,0.0232,0.0,0.0908,0.306,160.013,199125.0,2020
Blue Hour,TOMORROW X TOGETHER,76,0.71,0.82,3.0,-4.362,0.0,0.0836,0.00962,0.0,0.0871,0.746,112.005,209105.0,2020
90's Love,NCT U,67,0.743,0.924,1.0,-1.501,0.0,0.0642,0.0688,0.0,0.11199999999999999,0.7020000000000001,107.995,213667.0,2020
MORE,K/DA,75,0.66,0.787,1.0,-4.592,0.0,0.032,0.00257,0.0,0.32299999999999995,0.19899999999999998,142.018,217088.0,2020
Ice Cream (with Selena Gomez),BLACKPINK,73,0.79,0.7290000000000001,9.0,-3.843,1.0,0.33399999999999996,0.0342,9.31e-05,0.0411,0.904,159.989,175813.0,2020
BOY,TREASURE,12,0.757,0.7909999999999999,6.0,-5.731,0.0,0.0476,0.0526,0.0,0.493,0.67,110.06200000000001,196667.0,2020
Temptations,BoA,42,0.511,0.855,5.0,-3.55,0.0,0.11800000000000001,0.165,9.33e-06,0.204,0.7070000000000001,144.732,195627.0,2020
DON'T TOUCH ME,REFUND SISTERS,58,0.738,0.82,2.0,-4.237,1.0,0.0322,0.0342,0.0,0.289,0.6509999999999999,117.99700000000001,223227.0,2020
VVS,Mirani,32,0.6940000000000001,0.887,2.0,-2.592,0.0,0.11900000000000001,0.0683,0.0,0.325,0.868,140.01,335253.0,2020
Back Door,Stray Kids,75,0.82,0.8420000000000001,7.0,-3.853,1.0,0.272,0.157,0.0,0.11199999999999999,0.653,107.95200000000001,189287.0,2020
Make A Wish (Birthday Song),NCT U,70,0.732,0.795,8.0,-2.263,1.0,0.1,0.0632,0.0,0.0569,0.693,100.954,229400.0,2020
I LOVE YOU,TREASURE,14,0.732,0.725,8.0,-5.585,1.0,0.0638,0.0101,0.0,0.163,0.41100000000000003,130.024,181618.0,2020
One (Monster & Infinity),SuperM,53,0.51,0.894,0.0,-2.6489999999999996,1.0,0.149,0.0259,0.0,0.361,0.382,160.061,221040.0,2020
Downtown Baby,BLOO,44,0.55,0.618,4.0,-5.606,0.0,0.0654,0.349,0.0,0.109,0.27899999999999997,177.887,196534.0,2017
Love To Hate Me,BLACKPINK,71,0.6859999999999999,0.64,8.0,-5.4910000000000005,1.0,0.159,0.0334,0.0,0.0801,0.597,162.225,171798.0,2020
HELICOPTER,CLC,61,0.6659999999999999,0.9079999999999999,5.0,-2.819,0.0,0.055999999999999994,0.0323,0.0,0.38299999999999995,0.655,155.048,225720.0,2020
Bon voyage,YooA,56,0.703,0.889,2.0,-3.537,1.0,0.0509,0.307,3.84e-05,0.11699999999999999,0.273,119.79299999999999,219587.0,2020
Criminal,TAEMIN,67,0.65,0.867,2.0,-3.332,1.0,0.0686,0.0287,0.000166,0.0488,0.161,115.91799999999999,211400.0,2020
THE BADDEST,K/DA,72,0.6759999999999999,0.857,10.0,-4.368,0.0,0.0438,0.0215,0.0,0.254,0.7170000000000001,149.981,162600.0,2020
Not Shy,ITZY,75,0.7759999999999999,0.9109999999999999,2.0,-3.08,0.0,0.131,0.155,2.59e-06,0.268,0.56,101.027,177728.0,2020
WANT,TAEMIN,61,0.64,0.757,7.0,-5.532,1.0,0.0689,0.0261,0.0,0.127,0.413,104.943,208968.0,2019
How You Like That,BLACKPINK,17,0.828,0.782,11.0,-4.013999999999999,1.0,0.0918,0.0694,3.41e-05,0.0544,0.35100000000000003,130.013,181264.0,2020
Orbit,Hwa Sa,37,0.48200000000000004,0.6559999999999999,0.0,-4.553999999999999,0.0,0.0399,0.499,0.000124,0.33799999999999997,0.312,138.099,186067.0,2020
Who U Are,KANG DANIEL,55,0.7390000000000001,0.9179999999999999,11.0,-1.6219999999999999,0.0,0.0704,0.102,0.0,0.0901,0.47600000000000003,108.03200000000001,202160.0,2020
pporappippam 보라빛 밤,SUNMI,64,0.7140000000000001,0.828,1.0,-4.68,0.0,0.0428,0.0513,0.0652,0.0347,0.318,120.014,206617.0,2020
Monster,Red Velvet - IRENE & SEULGI,71,0.631,0.748,4.0,-2.569,0.0,0.0488,0.212,0.0,0.537,0.35100000000000003,115.665,178413.0,2020
MORE & MORE,TWICE,72,0.7390000000000001,0.841,5.0,-4.162,1.0,0.06,0.0312,0.0,0.17300000000000001,0.562,106.99,199653.0,2020
i'M THE TREND,(G)I-DLE,53,0.772,0.794,11.0,-2.908,0.0,0.073,0.138,5.91e-06,0.057999999999999996,0.759,145.102,205013.0,2020
Nonstop,OH MY GIRL,67,0.753,0.91,0.0,-2.591,1.0,0.0517,0.171,0.0,0.36700000000000005,0.825,123.98299999999999,202760.0,2020
Zombie,DAY6,63,0.79,0.542,0.0,-4.119,1.0,0.0438,0.0117,0.0,0.0818,0.527,121.98200000000001,209259.0,2020
Come and Get It,BVNDIT,13,0.735,0.72,8.0,-3.449,1.0,0.0439,0.0177,0.0,0.0342,0.728,93.01899999999999,179634.0,2020
Stay Tonight,CHUNG HA,26,0.625,0.831,2.0,-2.186,0.0,0.055999999999999994,0.203,0.00048300000000000003,0.0783,0.491,121.025,217239.0,2020
NOT BY THE MOON,GOT7,65,0.5489999999999999,0.813,5.0,-4.828,0.0,0.14800000000000002,0.0556,4.44e-06,0.207,0.544,151.813,204702.0,2020
Oh my god,(G)I-DLE,69,0.794,0.762,4.0,-3.525,0.0,0.0392,0.0358,1.41e-06,0.191,0.48200000000000004,109.97,195867.0,2020
Bomb - Korean Version,AleXa,52,0.708,0.8640000000000001,3.0,-2.7,0.0,0.0513,0.0121,0.0,0.33899999999999997,0.679,132.017,203253.0,2019
Hold,WINNER,3,0.696,0.652,8.0,-5.473,1.0,0.0604,0.0476,0.0,0.0324,0.618,155.93,176352.0,2020
WANNABE,ITZY,77,0.809,0.9109999999999999,6.0,-4.41,0.0,0.0617,0.00795,0.00017900000000000001,0.18100000000000002,0.64,122.035,191242.0,2020
Mixtape : On Track,Stray Kids,53,0.439,0.7909999999999999,1.0,-2.832,1.0,0.106,0.20800000000000002,0.0,0.479,0.537,171.15,207815.0,2020
DUN DUN,EVERGLOW,46,0.6920000000000001,0.8809999999999999,11.0,-2.563,0.0,0.0461,0.0457,4.26e-06,0.146,0.433,103.055,192280.0,2020
Psycho,Red Velvet,78,0.664,0.6659999999999999,8.0,-2.2030000000000003,1.0,0.0446,0.193,0.0,0.0854,0.405,139.987,210560.0,2019
Bon Bon Chocolat,EVERGLOW,41,0.7190000000000001,0.828,6.0,-5.559,1.0,0.0613,0.0343,0.0,0.0747,0.634,139.92700000000002,228682.0,2019
MOVE,TAEMIN,66,0.6970000000000001,0.713,8.0,-5.273,0.0,0.115,0.0153,0.0,0.0857,0.667,99.964,211949.0,2017
ON (Feat. Sia),BTS,65,0.591,0.848,9.0,-4.397,0.0,0.0828,0.13699999999999998,0.0,0.37200000000000005,0.386,105.92200000000001,246816.0,2020
FIESTA,IZ*ONE,41,0.758,0.927,7.0,-2.105,1.0,0.0537,0.062,0.0,0.34299999999999997,0.738,122.999,217760.0,2020
ONE&ONLY,ASTRO,26,0.594,0.7340000000000001,7.0,-4.934,1.0,0.171,0.0808,0.0,0.493,0.55,160.082,251507.0,2020
Black Swan,BTS,74,0.7190000000000001,0.758,2.0,-5.167000000000001,0.0,0.0851,0.13699999999999998,0.0,0.129,0.49,147.023,198261.0,2020
Filter,BTS,0,0.7809999999999999,0.762,10.0,-5.188,0.0,0.0626,0.0222,0.0,0.121,0.86,110.042,180221.0,2020
Feel Special,TWICE,63,0.7090000000000001,0.9590000000000001,1.0,-1.339,1.0,0.0603,0.0296,0.0018800000000000002,0.107,0.644,128.983,206868.0,2019
Dive,iKON,5,0.757,0.743,6.0,-5.649,0.0,0.0341,0.0164,0.0,0.0441,0.634,124.054,190968.0,2020
FANCY,TWICE,1,0.6990000000000001,0.866,5.0,-2.138,0.0,0.0446,0.0132,0.0,0.648,0.795,132.023,213886.0,2019
Obsession,EXO,68,0.7040000000000001,0.7290000000000001,7.0,-3.8510000000000004,1.0,0.0624,0.0024,0.0,0.218,0.71,129.99200000000002,203520.0,2019
ICY,ITZY,69,0.8009999999999999,0.904,2.0,-2.819,1.0,0.0834,0.0324,3.1e-05,0.182,0.8140000000000001,124.979,191142.0,2019
Adios,EVERGLOW,42,0.633,0.706,10.0,-5.1370000000000005,0.0,0.0627,0.000587,0.0795,0.245,0.39899999999999997,128.187,189147.0,2019
Answer,ATEEZ,68,0.565,0.903,7.0,-1.9180000000000001,1.0,0.0499,0.0746,0.0,0.359,0.54,97.96799999999999,219760.0,2020
달라달라 DALLA DALLA,ITZY,27,0.79,0.853,11.0,-4.564,0.0,0.0666,0.00116,4.23e-05,0.32899999999999996,0.713,125.0,199874.0,2019
Kill This Love,BLACKPINK,14,0.738,0.861,2.0,-4.141,1.0,0.237,0.318,0.00182,0.325,0.58,131.98,189052.0,2019
Jopping,SuperM,67,0.74,0.835,10.0,-3.425,0.0,0.0839,0.0139,0.0,0.857,0.535,123.024,251293.0,2019
Don't Know What To Do,BLACKPINK,11,0.628,0.64,6.0,-4.164,0.0,0.0491,0.0992,0.0,0.138,0.409,129.815,201081.0,2019
9 and Three Quarters (Run Away),TOMORROW X TOGETHER,38,0.639,0.7559999999999999,1.0,-4.42,1.0,0.0608,0.0055,0.0,0.13,0.532,128.937,211867.0,2019
Boy With Luv (feat. Halsey),BTS,84,0.645,0.862,11.0,-4.757,0.0,0.0965,0.0923,0.0,0.192,0.7979999999999999,119.991,229773.0,2019
"ROSE, SCENT, KISS",LEE DAE HWI,48,0.7559999999999999,0.905,7.0,-4.243,0.0,0.0713,0.0345,0.00147,0.0816,0.585,97.054,205343.0,2020
You Calling My Name,GOT7,65,0.813,0.667,0.0,-4.061,0.0,0.0616,0.0917,0.0,0.0802,0.514,111.02,194708.0,2019
BOOM,NCT DREAM,69,0.914,0.516,5.0,-4.178,0.0,0.0918,0.131,0.0,0.0441,0.7020000000000001,119.969,195080.0,2019
BIRTHDAY,SOMI,4,0.687,0.843,7.0,-4.242,1.0,0.109,0.0163,9.96e-06,0.0372,0.597,180.055,185796.0,2019
LALALAY 날라리,SUNMI,9,0.6990000000000001,0.8059999999999999,11.0,-4.8180000000000005,0.0,0.0494,0.00133,0.0,0.0579,0.615,110.014,174880.0,2019
WONDERLAND,ATEEZ,69,0.5720000000000001,0.9640000000000001,4.0,-1.949,0.0,0.12300000000000001,0.0503,0.0,0.37200000000000005,0.519,129.97899999999998,199013.0,2019
LOVE SCENARIO,iKON,17,0.8059999999999999,0.7070000000000001,7.0,-4.623,1.0,0.0307,0.331,0.0,0.294,0.746,118.01100000000001,209648.0,2018
SOLO,JENNIE,14,0.752,0.642,3.0,-5.165,0.0,0.0869,0.0861,0.0,0.0953,0.38799999999999996,95.04299999999999,169567.0,2018
What is Love?,TWICE,0,0.573,0.91,8.0,-1.578,1.0,0.064,0.0846,0.0,0.266,0.602,169.982,208238.0,2018
DNA,BTS,74,0.599,0.774,1.0,-4.013999999999999,0.0,0.0541,0.0223,0.0,0.0669,0.696,129.819,223123.0,2018
DUMDi DUMDi,(G)I-DLE,63,0.759,0.914,4.0,-1.072,1.0,0.0592,0.025,4.45e-06,0.076,0.674,123.04700000000001,210640.0,2020
The First Snow,JOONIL JUNG,50,0.44799999999999995,0.303,2.0,-5.935,1.0,0.0326,0.852,0.0,0.0932,0.24,131.293,296135.0,2017
And I'm here,Kim Kyung Hee,52,0.28800000000000003,0.10099999999999999,0.0,-14.384,1.0,0.0347,0.9540000000000001,0.000105,0.10099999999999999,0.0826,147.115,248029.0,2017
LOVE,MAMAMOO,48,0.802,0.736,2.0,-3.8689999999999998,1.0,0.0534,0.557,0.0,0.147,0.8320000000000001,117.97200000000001,177819.0,2017
Perfect,Letter flow,0,0.71,0.295,3.0,-7.1579999999999995,1.0,0.11900000000000001,0.8320000000000001,0.0,0.0916,0.82,90.09700000000001,189045.0,2017
Tell Me,SOYOU,30,0.55,0.518,4.0,-3.722,1.0,0.0277,0.62,0.0,0.48700000000000004,0.245,82.16,240200.0,2016
Hush,Lasse Lindh,55,0.6459999999999999,0.311,7.0,-9.169,1.0,0.0328,0.917,7.88e-06,0.23600000000000002,0.305,130.018,260108.0,2016
You are so beautiful,Eddy Kim,57,0.491,0.5539999999999999,0.0,-5.65,1.0,0.14300000000000002,0.7170000000000001,0.0,0.113,0.518,151.736,195334.0,2016
Shut Up & Groove,HEIZE,49,0.655,0.665,7.0,-4.785,1.0,0.036000000000000004,0.0859,0.0,0.122,0.531,112.831,199281.0,2016
소방차 Fire Truck,NCT 127,0,0.7240000000000001,0.976,1.0,-3.279,1.0,0.0602,0.11599999999999999,1.3000000000000001e-05,0.35200000000000004,0.626,110.006,178565.0,2016
NINANO,MINZY,0,0.764,0.784,9.0,-6.511,1.0,0.20800000000000002,0.0121,0.0,0.0778,0.37200000000000005,112.973,191122.0,2017
rainin' with u,HEIZE,39,0.342,0.115,6.0,-18.668,0.0,0.0522,0.9790000000000001,0.9159999999999999,0.871,0.0787,72.013,135869.0,2017
Dark Clouds,HEIZE,42,0.893,0.7140000000000001,1.0,-5.428,1.0,0.0444,0.0693,1.01e-05,0.0519,0.8320000000000001,104.975,167944.0,2017
Don't Know You,HEIZE,53,0.6990000000000001,0.562,4.0,-5.5729999999999995,0.0,0.253,0.213,0.0,0.42,0.47100000000000003,104.995,189410.0,2017
우리 둘 Runnin',Henry,0,0.659,0.626,7.0,-6.055,1.0,0.109,0.5,0.0,0.165,0.39399999999999996,83.944,216426.0,2016
365 FRESH,Triple H,53,0.823,0.8370000000000001,1.0,-4.533,1.0,0.0582,0.19,0.0,0.28,0.8420000000000001,107.98899999999999,219809.0,2017
썸타 Lil' Something,CHEN,0,0.748,0.8759999999999999,10.0,-3.932,0.0,0.0829,0.17300000000000001,0.0,0.102,0.7909999999999999,117.971,200833.0,2016
Underwater,HEIZE,40,0.69,0.726,11.0,-7.747999999999999,1.0,0.28,0.45299999999999996,0.0,0.385,0.516,88.07600000000001,187398.0,2016
유리구슬 Glass Bead,GFRIEND,0,0.695,0.87,6.0,-2.66,1.0,0.0359,0.2,0.0,0.0512,0.6970000000000001,114.022,203482.0,2015
Hear The Wind Sing,GFRIEND,42,0.679,0.855,9.0,-2.7430000000000003,1.0,0.0319,0.0783,0.0,0.126,0.48,124.01,215009.0,2017
Piano Man,MAMAMOO,51,0.7829999999999999,0.853,10.0,-2.737,0.0,0.0564,0.324,0.0,0.807,0.805,111.042,195238.0,2014
Don't Come Back,HEIZE,43,0.486,0.524,7.0,-5.832000000000001,1.0,0.0631,0.5479999999999999,0.0,0.10300000000000001,0.265,92.11,217040.0,2016
Round And Round,HEIZE,60,0.604,0.687,0.0,-5.13,0.0,0.0327,0.757,0.23399999999999999,0.0718,0.504,119.992,201659.0,2017
Shut Up & Groove (feat. DEAN) [From And July],HEIZE,15,0.655,0.665,7.0,-4.785,1.0,0.0358,0.0873,0.0,0.122,0.535,112.831,199281.0,2016
Right?,Unnies,36,0.764,0.97,3.0,-1.443,1.0,0.17300000000000001,0.39399999999999996,0.0,0.332,0.9129999999999999,130.035,205930.0,2017
Mr.Mr.,Girls' Generation,0,0.701,0.9640000000000001,4.0,-2.037,0.0,0.127,0.114,9.34e-06,0.153,0.484,113.05799999999999,235434.0,2014
Cafe Mocha Please,CLC,0,0.868,0.8440000000000001,5.0,-3.2960000000000003,1.0,0.078,0.204,2.06e-06,0.053,0.972,114.95700000000001,205725.0,2015
FINGERTIP,GFRIEND,51,0.705,0.9670000000000001,7.0,-1.609,0.0,0.0692,0.0632,0.0,0.15,0.8059999999999999,122.0,210102.0,2017
BOOMBAYAH,BLACKPINK,0,0.6579999999999999,0.836,5.0,-3.282,0.0,0.0549,0.00264,1.02e-06,0.507,0.387,124.969,240849.0,2016
Little Little,Red Velvet,0,0.5920000000000001,0.711,9.0,-4.938,1.0,0.0383,0.28,0.0,0.0694,0.27899999999999997,91.926,239811.0,2017
행복 (Happiness),Red Velvet,0,0.727,0.871,10.0,-3.0989999999999998,0.0,0.158,0.32299999999999995,6.21e-06,0.725,0.6809999999999999,121.43799999999999,220987.0,2014
Ice Cream Cake,Red Velvet,0,0.58,0.935,9.0,-3.3480000000000003,1.0,0.18899999999999997,0.0318,0.0,0.0977,0.603,172.023,191440.0,2015
덩크슛 Dunk Shot,NCT DREAM,52,0.644,0.888,2.0,-4.0969999999999995,1.0,0.071,0.124,0.0,0.26899999999999996,0.6509999999999999,115.98299999999999,232726.0,2017
VERY NICE,SEVENTEEN,64,0.746,0.898,3.0,-2.818,0.0,0.0725,0.0526,0.0,0.0858,0.879,121.96700000000001,192093.0,2016
Oh NaNa (Hidden. HUR YOUNG JI),KARD,54,0.7559999999999999,0.922,1.0,-2.6830000000000003,1.0,0.0539,0.0615,0.000462,0.0723,0.809,100.005,206773.0,2016
A Girl Like Me,gugudan,0,0.769,0.951,3.0,-1.673,0.0,0.0626,0.0677,0.0019399999999999999,0.158,0.657,126.969,175169.0,2017
러시안 룰렛 Russian Roulette,Red Velvet,0,0.726,0.903,7.0,-2.2769999999999997,0.0,0.0357,0.055,0.000225,0.158,0.958,129.986,211244.0,2016
WHISTLE,BLACKPINK,0,0.8220000000000001,0.7120000000000001,11.0,-4.877,1.0,0.15,0.0068200000000000005,0.0,0.0955,0.647,102.874,211696.0,2016
Happily Ever After,Red Velvet,0,0.665,0.6509999999999999,8.0,-6.435,1.0,0.0801,0.0399,3.02e-05,0.0504,0.9059999999999999,155.984,201645.0,2017
