danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.715,0.44,6,-9.436,1,0.03,0.479,0.0,0.85,0.455,99.036,audio_features,6OrJmrwdxJRW6X54XmRESF,spotify:track:6OrJmrwdxJRW6X54XmRESF,https://api.spotify.com/v1/tracks/6OrJmrwdxJRW6X54XmRESF,https://api.spotify.com/v1/audio-analysis/6OrJmrwdxJRW6X54XmRESF,290400,4
0.284,0.229,8,-11.98,1,0.0369,0.861,0.0,0.0882,0.241,123.788,audio_features,2WEjOcEmcjNMKKl4dLGT0I,spotify:track:2WEjOcEmcjNMKKl4dLGT0I,https://api.spotify.com/v1/tracks/2WEjOcEmcjNMKKl4dLGT0I,https://api.spotify.com/v1/audio-analysis/2WEjOcEmcjNMKKl4dLGT0I,313947,4
0.813,0.427,1,-8.366,1,0.0521,0.0284,0.0,0.0807,0.852,139.944,audio_features,6vQSVK0ZhJ2l4fhRAToIC8,spotify:track:6vQSVK0ZhJ2l4fhRAToIC8,https://api.spotify.com/v1/tracks/6vQSVK0ZhJ2l4fhRAToIC8,https://api.spotify.com/v1/audio-analysis/6vQSVK0ZhJ2l4fhRAToIC8,244613,4
0.474,0.47,1,-6.327,1,0.0341,0.658,0.0,0.113,0.27,137.168,audio_features,0SnjSz3m37sx51uyzBAIRg,spotify:track:0SnjSz3m37sx51uyzBAIRg,https://api.spotify.com/v1/tracks/0SnjSz3m37sx51uyzBAIRg,https://api.spotify.com/v1/audio-analysis/0SnjSz3m37sx51uyzBAIRg,214720,4
0.512,0.564,9,-5.473,1,0.0297,0.23,0.0,0.319,0.189,118.022,audio_features,12ksdHrofhDF8RuDVLh4Rg,spotify:track:12ksdHrofhDF8RuDVLh4Rg,https://api.spotify.com/v1/tracks/12ksdHrofhDF8RuDVLh4Rg,https://api.spotify.com/v1/audio-analysis/12ksdHrofhDF8RuDVLh4Rg,284987,4
0.489,0.486,5,-8.026,1,0.0292,0.702,0.0,0.285,0.371,104.118,audio_features,7jpjcdLw2be8WpQyTmgRQy,spotify:track:7jpjcdLw2be8WpQyTmgRQy,https://api.spotify.com/v1/tracks/7jpjcdLw2be8WpQyTmgRQy,https://api.spotify.com/v1/audio-analysis/7jpjcdLw2be8WpQyTmgRQy,262000,4
0.313,0.357,0,-8.512,1,0.0294,0.729,0.0,0.106,0.124,81.269,audio_features,0HoOwEb8dVaHxTIQOiDaiO,spotify:track:0HoOwEb8dVaHxTIQOiDaiO,https://api.spotify.com/v1/tracks/0HoOwEb8dVaHxTIQOiDaiO,https://api.spotify.com/v1/audio-analysis/0HoOwEb8dVaHxTIQOiDaiO,269960,4
0.605,0.496,6,-7.139,1,0.0412,0.385,0.0,0.0984,0.466,136.014,audio_features,2ozMcZH0FH7lMAh9B7umRW,spotify:track:2ozMcZH0FH7lMAh9B7umRW,https://api.spotify.com/v1/tracks/2ozMcZH0FH7lMAh9B7umRW,https://api.spotify.com/v1/audio-analysis/2ozMcZH0FH7lMAh9B7umRW,230147,4
0.618,0.415,0,-6.767,1,0.026,0.479,0.0,0.101,0.297,132.949,audio_features,6ybrFzMZfK9I3SG3wcDlz8,spotify:track:6ybrFzMZfK9I3SG3wcDlz8,https://api.spotify.com/v1/tracks/6ybrFzMZfK9I3SG3wcDlz8,https://api.spotify.com/v1/audio-analysis/6ybrFzMZfK9I3SG3wcDlz8,262200,4
0.42,0.429,9,-10.099,0,0.036,0.667,0.0,0.145,0.173,79.406,audio_features,126sFLTpIW0IlvuRPVNB95,spotify:track:126sFLTpIW0IlvuRPVNB95,https://api.spotify.com/v1/tracks/126sFLTpIW0IlvuRPVNB95,https://api.spotify.com/v1/audio-analysis/126sFLTpIW0IlvuRPVNB95,254800,4
0.708,0.308,9,-10.006,1,0.044,0.365,0.0,0.167,0.332,126.099,audio_features,73Cw4sdOwn2NsmGRE4hoMA,spotify:track:73Cw4sdOwn2NsmGRE4hoMA,https://api.spotify.com/v1/tracks/73Cw4sdOwn2NsmGRE4hoMA,https://api.spotify.com/v1/audio-analysis/73Cw4sdOwn2NsmGRE4hoMA,248827,4
