name
環島旅行 (Journey Around the Island)
愛的主旋律
手心
一秒也好
一句話
黃昏
說好不會分手
You Don't Know
大霧(插曲:特別推薦)
畫沙
戀愛絕句選
前任女友
年輪
迷藏
對摺
對面的女孩看過來
下一站天后
莫斯科沒有眼淚
星光遊樂園
懷珠
那個男人
Singalongsong
小小蟲
三人遊
每個人都會 (song for Cartier [Love Project])
黑白
依賴 (Dependency)
雖然很芭樂 (Though It’s Common)
於是長大了以後 (Growing Up)
寂寞瘋了 (Crazy)
這是你的歌
S.N.G
原來愛是這樣
累格
防火牆
跳痛
空港
加減乘除
只要再看你一眼
孤單北半球
孩子氣
我是一隻小小鳥
親愛的
Ma De Li Bu Si Yi
Mr. Q
依然愛你
我只想在乎我在乎的
有吉他的流行歌曲 (Guitar)
不想去遠方 (Do Not Want to Go the Distance)
小小的心願 (Little Wish)
窗外
Come Back to Me
Sorry
方向
懸崖上的玫瑰
發現愛
我知道我們不會有結果
空白格 (Blank)
說到愛 (Sing It Out of Love)
誰 (Who)
紅色高跟鞋 (Red High Heels)
如果沒有你
I'm Still Loving You
離開
我不會讓你失望 (I Won't Let You Down)
我的生活Ⅱ
貧民百萬歌星
嗨嗨人生
靜止
迷路
Bii My Love
回憶的沙漏 Hourglass
好膽你就來
黑吃黑
Superman
"早安,晨之美! (Beautiful Morning)"
寂寞考 (Lonely Test)
紅塵客棧
蝸牛
世界末日
大藝術家
Dr. Jolin
踩腳踏車 (By Bicycle)
噓…… (Shhh……)
少年維特的煩惱
為愛啟程
野薔薇 (Field Rose) - Live
Fang Kong Dong
Blessing
Ni Yao De Ai
Tsen Yang
Super Nice Girl
藍色雨
寂寞星球的玫瑰 (The Rose)
你是我的OK繃 (Ot: Sakura)
說好的幸福呢
想你就寫信
煙花易冷
說好的幸福呢
給我一首歌的時間
蒲公英的約定
青花瓷
我不配
最長的電影
簡單愛
開不了口
稻香
愛的飛行日記
千里之外
退後
心雨
黑色毛衣
楓
髮如雪
愛在西元前
上海一九四三
暗號
半島鐵盒
回到過去
最後的戰役
分裂
Mine Mine
你好嗎
晴天娃娃
關不掉的月光
海嘯
無眠
好好說再見 (feat. 關詩敏)
勿忘我
一念之間
愛愛愛
夢醒時分
練習
我會在你身邊
一千萬次的淚水
想看著你
悲愛
存在的力量
忘了怎麼快樂
千分之一
幸福無關
流星飛過
I Know
到不了的幸福
妳把我灌醉 (Live) - Live Version
不只是朋友
少年
眼淚知道
祝我生日快樂
他一定很愛你
只想愛你
理想情人
身騎白馬
做你的男人
秘密
幹妹妹
因你而在
對不起
布拉格廣場
Love Love Love
Mo Sheng Ren
夜夜夜夜
很愛很愛你
新不了情
如果
許願池的希臘少女
反覆記號
騎士精神
野蠻遊戲
單身公害
最初的夢想
到不了
有沒有一首歌會讓你想起我
Admit
超級爆
跑車與坦克
破吉他
先這樣吧
抱著你
走慢一點點
好不好
轉角那個女孩
轉身看到你
Let Me Love You
捨不得
下一個天亮
我們都能幸福著
我不想忘記你
你的香氣
離開
不藥而癒
知道
麻雀
你眼中的我
關於愛的定義
千紙鶴
Easy Come Easy Go
小聲音
原來你就在我身邊
連貝多芬都想告訴你
0932
我很好
落跑新娘
後來
幸福氧氣
Super No.1
可以不可以
喜歡你沒道理
寓言
C大調
夢裡花
頭號甜心
紫外線
雨聲街
最熟悉的陌生人
幸福的地圖
衝動
倒數
錯的人
U Make Me Wanna (feat. Blue)
搞笑
習慣就好
愛不單行
一個人的精彩
男人KTV
失業情歌
至少還有你
一眼瞬間
薇多莉亞的秘密
我最親愛的
如果你也聽說
你是愛我的
還有眼淚就好
不哭了
在你身邊
漂流木
眼淚的名字
我們都被忘了
在雨中不能說雨
停轉的木馬
愛上愛
音浪
冷水澡
打分數
雨後天空
就算世界無童話
芥末可樂
心靈交戰
心動心痛
1到10=我和你
一顆心的距離
是非題
一比一
仨人
范範之輩
灰色的彩虹
回到過去(片尾曲)
愛的初體驗
笨小孩
非你不可
甜甜的
豆漿油條
我還想她
類似愛情
因為我愛你
你給我的愛
浮生未歇
再痛也沒關係
皮膚
再愛一遍
不習慣喊痛
Love Ocean
生存以上 生活以下
突然好想你
你不是真正的快樂
我不願讓你一個人
星空
入陣曲
最重要的小事
香水
有些事現在不做一輩子都不會做了
倉頡
Kiss Goodbye
悄悄告訴你
最重要的決定
Super Star
中国话
五月天
听袁惟仁弹吉他
热带雨林
恋人未满
安靜了
触电
爱上你
天灰
Solo Madrigal
Give Me Your Love
Three Kingdom Love
Childhood
Personal Angel
It Had To Be You
If I was the memory
You blackout my world
Make my dream come true
天使
麥來亂
那些你很冒險的夢
幸福的忘記《女王的誕生》插曲
愛...不是《女王的誕生》片尾曲
面具
好的事情
謝謝你的美好
洋蔥
我愛他
我是一隻小小鳥
你為什麼說謊
猜不透
離家出走
可以不可以
討好
刺情
You Better Not Think About Me
我想我不會愛你
魔鬼中的天使
聽見下雨的聲音
太美麗
普通朋友
飛機場的10:30
愛我還是他
特別的人
小茉莉
崇拜
沒有如果 - OT: Sobani Irune
PK
情歌
手掌心
不是你的錯
勁歌.金曲 2 ~ 情歌王
是不是這樣的夜晚你才會這樣的想起我
記得是最好的遺忘
我給的愛
葉子
知足(3DNA追夢版) - OT: Zhi Zhu
冰雨
你把我灌醉 (Intoxicated)
缺口
愛如潮水
基因決定我愛你 - 偶像劇「喜歡.一個人」插曲
Everything Changes
模特
李白
兩個人
Forever Love
於是長大了以後
牽心萬苦
過得去
幸福就好
Fool
想自由
殘酷月光
Unrequited
歲月這把刀
明明愛你
對的人
說不出原諒
我們在愛中漫步 - 偶像劇「聽見幸福」插曲
I Am Your...
The Last Embrace
愛不來
恆溫
Slide
Just Do Me
黑色柳丁
甩一甩 ft. 比莉
以後別做朋友
我不知道愛是什麼
相愛後動物感傷
跳進來
這樣你還要愛我嗎
虹之間 - 完整版
火燒的寂寞
狂風裡擁抱
愛笑的眼睛
好眼淚壞眼淚
喜劇之王
讓一切簡單
我不知道愛是什麼
我還想念你 - 偶像劇「聽見幸福」片頭曲
我愛妳不會改變 - 偶像劇「聽見幸福」插曲
少一點天份
瘋起來 (feat. 葛仲珊)
"熊麻吉 (feat. 卓文萱, 林凡 & 孫盛希)"
愛不需要裝乖 (feat. 王詩安)
女孩妳知道嗎
愛存在
早熟
你好嗎
小幸運
我不離開
想你的夜 (未眠版) - Sleepless Version
不過失去了一點點
生命有一種絕對
突然好想你
如煙
你不是真正的快樂
我不願讓你一個人
我心中尚未崩壞的地方
溫柔
愛情萬歲
盛夏光年
離開地球表面
如煙
手心的薔薇
可惜沒如果
第三人稱
多遠都要在一起
別說沒愛過
怎麼還不愛(雀躍狂愛版) 三立偶像劇[料理高校生]片尾曲
算什麼男人
Sorry That I Loved You
失戀無罪
四季
做我自己
P.S.我愛你
今晚你想念的人是不是我
難得
愛 請問怎麼走
分手需要練習的
"以前,以後"
現在我很幸福
給我一個理由忘記
寂寞不痛
我很忙
幸福了 然後呢
好朋友的祝福
難得孤寂
罪惡感
忘記擁抱 - 電影 「234說愛你」 主題曲
不搭
落俗
還是會寂寞
告訴我
小步舞曲
信愛成癮
浪費眼淚
雖然很芭樂
依賴
牽心萬苦
雨季 - 偶像劇 「明若曉溪」片尾曲
多年後 - 八大綜合台、八大戲劇台雙頻道熱播韓劇「命中注定我愛你」片尾曲
一個人還是想著一個人 - 《終極一班3》片尾曲
吻得太逼真
Back Figure
說謊
一直微笑 林依晨愛情話題電影[234說愛你]片尾曲 - OT: I Won't Count My Tears
好想你
終於說出口
說分手之後
學著愛
失落沙洲
身騎白馬
尋人啟事
偷偷的
擁抱
瘋狂世界
志明與春嬌
心中無別人
溫柔
雨眠
憨人
愛.這件事情
是我不夠好
道聽途說
以後以後
等一個人
記憶森林
你好可愛 (feat. 宋智孝)
不會痛的不叫愛情
你是我的星球
癡情男子漢
嘻哈庄腳情 (Feat. LuLu)
澀谷
"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲"
想回到那一天 - 電視劇「奇妙的時光之旅」插曲
辛德瑞拉
打鐵
丑八怪
"不將就 (電影""何以笙簫默""片尾曲)"
紳士
你还要我怎样
下雨了
人質
夜空中最亮的星
再見
奇蹟
可惜沒如果
不為誰而作的歌
關鍵詞
寂寞寂寞就好
分手後不要做朋友
"每一個玩音樂的人 (feat. 玖壹壹, 陳零九)"
紅豆
我要快樂
還是要幸福
今天妳要嫁給我
他不愛我
Gift
拋物線
空白格
失語者
愛一直存在
過渡期
癡情玫瑰花
我們的總和
寂寞無害 - 八大韓劇”拜託了媽媽”片頭曲
白天不懂夜的黑
征服 (Remastered)
Learning from Drunk
輕熟女27 (我只在乎你)
FLY OUT
迷途羔羊
Lost in Connection
搖落
Lion
最後的請求
讓世界毀滅
帥到分手
Turn Up
千年之戀
斷點
記得
陰天
天黑黑 - Remastered
Leaves - The Rose OST
趁早 - 2005 Version
光年之外 (電影 《Passengers》 中國區主題曲)
飄向北方
演員
曖昧
好可惜
到現在才愛你
走著走著就散了
兩個人的回憶一個人過
伯樂
用心良苦
一直想着他
天真有邪
台北直直撞
熱水澡
關於小熊
收斂水
偷偷
Lydia
蘋果 (feat. 頑童MJ116瘦子)
謝謝妳愛我
誠實地想你
I Need You
你在 不在
殘廢
默劇
放棄你
夢醒時分
說散就散
煎熬
倫敦的愛情
秘密
聽說聽說
孤獨是會上癮的
紅色高跟鞋
陌生人
你啊你啊 - 電視劇「用九柑仔店」插曲
幸福太短 - 電視劇「奇妙的時光之旅」片尾曲
喜歡你
後來的我們
永不失聯的愛 [原創概念版]
初戀
Letting Go
我太乖
家家酒
I Love The Sky
新不了情
原諒我
一眼瞬間
我好想你
遇見
魚仔 - 電視劇<花甲男孩轉大人>主題曲
夏日的風
愛是這樣
"我多喜歡你,你會知道 - 網劇《致我們單純的小美好》推廣曲"
追光者 - 電視劇夏至未至插曲
別問很可怕
買榜
台北夜空下
為你我受冷風吹
連名帶姓
體面(電影《前任3:再見前任》插曲)
如果我是一首歌
如果雨之後
孤獨患者(國)
刚好遇见你
傲嬌
關你屁事啊
You'll Never Know
Can't Stand It
萬年
最後一頁
刺蝟
傻瓜
熱浪
同手同腳
魚
倔強愛情的勝利
太陽
華麗的冒險
旅行的意義
空空如也
疑心病
山外小楼夜听雨
山外小楼夜听雨
步步
小情歌
告白氣球
幾分之幾 - 電影<花甲大人轉男孩>主題曲
月牙灣
醉赤壁
等你下課
側臉
走到飛 (完整版)
B.O.
可不可以 - 抖音热歌
沙漠骆驼
BINGBIAN病变 - 女声版
BINGBIAN病变
All About You
沒有關係
你要的全拿走
过客
空空如也
离人愁
9420
红昭愿 - 高音质版
奇妙能力歌
我不難過
房間 (電影《超時空同居》插曲)
來不及
说唱大帝
玻尿酸
场上称霸
不用去猜
喜新戀舊
想把你留在这里
防火線
玩家
Solo
住你耳朵裡
讓 (feat. Evis Wy)
我的新衣 (feat. Ty. & 王倩倩)
星球墜落(FALLING)
Queendom
4U
禁愛令
來自天堂的魔鬼
i GO
Without You
芒种
來互相傷害 (feat. A-Lin)
小满
進階
全世界的朋友都讓我失望
Fever
Why You Gonna Lie
最後一次
Runaway
山海
大風吹
還願
年少有為
不該
溫柔 #MaydayBlue20th - feat.孫燕姿
瘋狂世界 #MaydayBlue20th
有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲
戒菸
沒離開過
單身情歌
七月七日晴
戀愛頻率
你的電話
出賣
黃昏
冰雨
你最珍貴
吻別
在你身邊
咖啡
太陽
用心良苦
曲終人散
月亮惹的禍
不說 (電影《從你的全世界路過》路過版主題曲)
炙愛 - 女聲版
煙幕
天黑請閉眼 feat. 邱鋒澤
啵啦
框不住的愛
無色憂傷
藍雨
CHANGE
你的酒馆对我打了烊
COLORFUL
愛上現在的我 (feat. 高爾宣 OSN)
She Ain't Watchin'
七十億分之一加一
Don't Wanna Lie (feat. 8lak & Hosea)
慢走不送
曖 (feat. ØZI)
Coconut Tree
亦敵亦友
也可以
聽海
原來你什麼都不要
原來愛
揮之不去
我不是饒舌歌手
黑人問號.jpg
壞蛋特調
重感情的廢物
怎麼了
能不能
Tough Love (feat. Eve Ai)
飄洋過海來看你
If Only...
夏日の風
"斑马,斑马"
東西(授權女版)
每一句都很甜
成全
我在人民广场吃炸鸡
无人之岛
別勉強
句號
差不多姑娘
透明
多美麗
摩天動物園
岩石裡的花
小時候的我們
受夠
When the Cloudless Day Comes
Follow You
一百萬個可能
Hands Up
頻率
小宇宙
無與倫比的美麗
來個蹦蹦
Mojito
刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲
勇氣
會呼吸的痛
給未來的自己
燕尾蝶
怪美的
"想見你想見你想見你(電視劇""想見你""片尾曲)"
致青春
不搖滾 (feat. 房東的貓)
越來越不懂
我的麥克風
壁虎漫步
快樂崇拜
愛你 3000 (feat. 黃旭 & 肖恩恩)
Moonlight (feat. 袁婭維) - 中文版
阿飛的小蝴蝶
王妃
感谢你曾来过
不想
夢一場
我不是空笑夢
Feng De Zhong Dian
帥到分手
绿色
飞鸟和蝉
他們說我是沒有用的年輕人
打電話給我
別再想見我
根本不是我對手
Forever Young
夜空中最亮的星
No Play
So Bad
Old Me
都幾歲了 (電視劇【幸福一家人】片尾曲)
像我這樣的人
玫瑰少年
夜夜夜夜
我想和你一起
與我無關
天黑請閉眼 (feat. 邱鋒澤)
下落不明 (女生正式版)
你的答案
四季予你
白月光与朱砂痣
Sleep Away
像魚
是想你的聲音啊
渐冷
错季
孤獨的總和 - 電視劇『何以笙蕭默』片尾曲、偶像劇『愛的生存之道』插曲
阿拉斯加海湾
阿拉斯加海湾
走在冷風中
擁抱你
講真的
不得不愛
不得不愛
一樣美麗 - 粉紅絲帶宣導活動主題曲
修煉愛情
爛醉
青春住了誰
徹底
像我這樣的人
一个人去巴黎
側臉
疑心病
那男孩还好吗
說好不哭
別問很可怕
說謊
我們的愛
煎熬
搖落
Lydia
遇見
麻吉弟弟 - 被愛妄想症 Love Delusion
地平線
空空如也
B.O.
可不可以 - 抖音热歌
过客
有点甜
黄昏
岩石裡的花
我好想好想你
進階
你不知道的事
她說
我愛他
啞巴
How are you
第一次愛的人
愛情闖進門
夜曲
平凡之路
一生有你
幸福太短 - 電視劇「奇妙的時光之旅」片尾曲
逆鱗
我的天空
Burn
I Love The Sky
學貓叫
忽然之間
Yellow
Give Me a Kiss
My New Swag
Waiting for Your Return
突然好想你
黑夜問白天
斷點
說散就散
因為愛情
淘汰
十年
命運
家家酒
少一點天份
再痛也沒關係
爸爸媽媽
模特
喜劇之王
年少有為
"不將就 (電影""何以笙簫默""片尾曲)"
戒菸
成都
城南
想你想到快瘋了
從來沒想到
情非得已
想都不用想 - 電視劇「流星花園」插曲
星星數流星
For You - 電視劇「流星花園」片頭曲
聽見下雨的聲音
小酒窩
怎麼還不愛(雀躍狂愛版) 三立偶像劇[料理高校生]片尾曲
等你下課
珊瑚海
我愛他
手掌心
我們都傻
不想长大
"說散就散 - ""前任3: 再見前任"" 電影主題曲"
演員
刚好遇见你
再見
手心的薔薇
可惜沒如果
不為誰而作的歌
我愛過你
以後別做朋友
Will You Remember Me
洋蔥
如果你也聽說 - Live
給我一首歌的時間
千里之外
菊花台
你不是真正的快樂
老鼠愛大米
男人不該讓女人流淚
晴天
很愛過一個人
隠形的翅膀
在沒有你以後 (feat. 張智成)
演員
真的爱你
手心的薔薇
桃花諾 - 上古情歌片尾曲
You Exist In My Song
說好的幸福呢
告白氣球
那些年
童話
特別的愛給特別的你
那麼愛你為什麼
光年之外 (電影 《Passengers》 中國區主題曲)
魔鬼中的天使
算什麼男人
安靜
明明就
不該
蒲公英的約定
一場遊戲一場夢
至少還有你
搞笑
我要快樂
如果你也聽說
朋友
你不是真正的快樂
後來的我們
我相信
如果愛忘了
小幸運
愛如潮水
可惜不是你
會呼吸的痛
可惜不是你
勇氣
崇拜
猜不透
屬於
龍捲風
愛.這件事情
你被寫在我的歌裡
我不願讓你一個人
月亮代表我的心
答案
勇敢一點
雪落下的聲音
怎麼了
畢竟深愛過
當你
該忘的日子 - 韓劇《雲畫的月光》片尾曲
凉凉 - 電視劇《三生三世十里桃花》片尾曲
一笑傾城
另一個童話
追光者
匿名的好友
男孩
浪人琵琶
愛一直存在
有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲
你要的全拿走
慢慢喜歡你
怪美的
No Love
我不會唱歌
為你寫詩
Lover Boy 88
我願意平凡的陪在你身旁
如果的事
绿色
愛的就是你
謝謝你再見
可樂
秘語
愛的雙重 魔力
別說沒愛過
因為愛
擁抱你的微笑
惡作劇
幸福導航
你的愛是甚麼形狀
我願是妳的風景
怎麼辦
該忘了
最浪漫的心願
玫瑰少年
我們都有問題
消耗寂寞
你說你愛我
甜蜜發酵(插曲)
心牆
專屬愛稱
不能失去你(插曲)
我在啊(插曲)
我還是很喜歡你(主題曲)
紳士
就是愛妳
醉赤壁
楓
真的傻 (電影《一吻定情》追愛版主題曲)
You Better Not Think About Me
最美的期待
遇到
春風吹
愛你
离人愁
Always Online
月牙灣
有何不可
美人魚
那些你很冒險的夢
夜空中最亮的星
我的秘密 (MySecret)
因你而在
不潮不用花錢
丑八怪
方圆几里
你就不要想起我
If I was the memory
谢谢你的温柔
飛雲之下
愛的魔法
一百萬個可能
小星星
买条街
你的酒馆对我打了烊
心如止水
"緣分一道橋 (電影""長城""片尾曲)"
別說
我的名字
星球墜落(FALLING)
最近
不仅仅是喜欢
放个大招给你看
别丢下我不管
雨下的瞬間
心如止水
一百万个可能
那女孩對我說
清明上河圖
每到(冬季失戀曲)
All for You
带你去旅行
All About You
讲真的
"我多喜歡你,你會知道 - 網劇《致我們單純的小美好》推廣曲"
寵壞
畫 (Live Piano Session II)
123我爱你
9420
九萬字
再見只是陌生人
一次就好
感谢你曾来过
親愛的那不是愛情
也可以
如歌
十七
飄洋過海來看你
暖心
"知否知否 - ""知否知否应是绿肥红瘦"" 电视剧主题曲"
年輪(電視劇《花千骨》插曲)
BingBian 病变
三生三世 - 電視劇《三生三世十里桃花》片頭曲
淋雨一直走
Without You (Acoustic Version)
I See You Everywhere
和平分手
一愛難求 (電視劇《扶搖》片尾曲)
消愁
不染 (電視劇《香蜜沉沉燼如霜》主題曲)
紅色高跟鞋
小流星
煙幕
長腿叔叔 - 《老師晚上好》主題曲
嚣张
江南
我知道
静悄悄
好想好好愛你
歐若拉
不得不愛
梁山伯與茱麗葉
好久不見
學不會
사랑해요只對你說
我們很好
心牆
害怕
龍捲風
飄向北方
你曾是少年
芒种
紙短情長
好可惜
夠愛
受夠
下山
Love U U
最后我们没在一起
請先說你好
没有你陪伴我真的好孤单
你是我的小宇宙
再遇不到你这样的人
習慣了想你
我想念 - 電視劇夏至未至插曲
大魚 - 唱片版
說愛你
誰的誰
烟火里的尘埃
Hands Up
突然想起你
放過自己
再遇不到你这样的人
前度
匆匆那年
不安
消愁
我以為
慢慢
愛笑的眼睛
父亲
寂寞無害 - 八大韓劇”拜託了媽媽”片頭曲
我懷念的
如果我們還在一起
對的時間點
桥边姑娘
你的情歌
小精靈
青春修煉手冊
冬眠
大眠
"想見你想見你想見你(電視劇""想見你""片尾曲)"
這就是愛嗎?
"愛, 很簡單"
超人不會飛
後來
心引力
天空之外 (電視劇《陪你到世界之巔》片尾曲)
年輪說
迷人的危險
我想牵着你的手
梁山伯與茱麗葉
你是對的人
愛的飛行日記
后继者
山楂树之恋
園遊會
太陽
擱淺
耿 - 電影《最好的我們》畢業季主題曲
怪咖
"牛奶麵包 (電視劇《親愛的, 熱愛的》片尾曲)"
"無名之輩 (電視劇《親愛的, 熱愛的》主題曲)"
小半
回忆总想哭
走不出的回忆
青花瓷
空白格
江海不渡你 - 女声版
累了走了散了
静悄悄
逆光
愛了很久的朋友(電影「後來的我們」插曲)
装傻
GLOW
像魚
孤身
无人之岛
借
起風了
放個大招給你看 (OPPO Reno 宣傳曲)
差不多姑娘
"起風了 - 電視劇""加油你是最棒的""主題曲"
想死却又不敢
廣寒宮
拜拜
圈住你
你笑起來真好看
非酋
畢竟深愛過
自卑感
越界
你的答案
东西 - 女生版
EMOTION
No Reason
Never Again
像极了
小鹿乱撞
失去才懂
我超喜欢你
青春有你
男人KTV
浪子回頭
不想
毒藥
最美的期待
请别说爱我
多想留在你身边
摩天動物園
我走后 - 发行版
背對背擁抱
Without You
如果你不經意想起
暗示分离
云水谣
把孤独当作晚餐
心安理得
指令
膽小鬼
东西
曖昧
100 Ways
句號
Paradise Island
Wings
Why You Gonna Lie
最後一次
Be Alright
Runaway
Old Me
No Play
Prey
We Out Here
天地
Hold Me Down - Chinese Version
大碗寬麵
速食愛情
慢冷
愛上現在的我 (feat. 高爾宣 OSN)
小時候的我們
買榜
撥接
她gucci的時候眼淚總是prada prada的dior
煙幕
輸情歌
Turn Up
所謂的愛
蜂鳥 (電視劇《我在北京等你》片頭曲)
Moonlight (feat. 袁婭維) - 中文版
如果雨之後
闹够了没有
幻聽
囚
friDay 超展開
岁月神偷 - Live版
佛系少女
庸人自扰
像風一樣
像暗殺似的繞到背後突然擁抱你
习惯
多想爱你
后来遇见他
你一定要幸福
我可以
失眠
海之彼岸
打扰了
只是太愛你
我配不上你 - 抖音最火版
奉陪
时间的过客
她沒那麼愛你
别再对我好
愛自己更深
Losing Myself (feat. GBOYSWAG)
慢慢來
體面
红昭愿
沙漠骆驼
勉为其难
一直想着他
九張機(網劇《雙世寵妃》主題曲)
說一句我不走了
离人愁
走著走著就散了
惊雷
空心
寒鴉少年
Love9
就這樣
文爱
我爱你
雀跃
一人饮酒醉
Mr. Bentley
好喜歡你
你还要我怎样
Come With Me
蜜汁沼澤 (feat. 高爾宣OSN)
Missing U
你會不會
假装没变过
夏日の風
少年
熬夜上癮
后会无期
慢慢等
愛的魔法
可不可以給我你的微信?
清新的小女孩
暖暖
FALLING 地球人
勇气
一千個晚安
旧梦一场 - Dj沈念
情人
万有引力
壞蛋特調
Mojito
愛你
一直想着他
兜圈 (偶像劇「必娶女人」片尾曲)
愛情的模樣 Life Live
失落沙洲
你要相信這不是最後一天
光
同行 (新加坡電視劇《愛...沒有距離》主題曲)
苏幕遮
我很快樂
別勉強
"很久以後 - 電影《可不可以,你也剛好喜歡我》主題曲"
泡沫
Oh Boy
透明
好想好想你
Ten Years of Hits - Mandarin Version
不用去猜
想把你留在这里
至少我還記得 - 天堂的微笑插曲
Crush on
Fall
