popularity
45
49
48
50
41
57
49
49
45
46
51
59
57
53
46
61
48
46
45
52
49
40
36
40
27
27
53
36
59
50
54
49
51
44
49
42
44
56
32
50
35
46
51
56
44
44
32
28
39
14
37
47
41
41
35
0
17
36
0
32
59
60
43
39
35
47
46
43
32
39
46
44
29
29
38
32
41
34
37
46
44
34
45
36
40
24
41
31
33
42
27
48
45
52
46
31
31
32
36
59
51
34
55
50
47
51
49
33
22
12
42
38
40
28
36
43
39
18
25
43
32
30
16
45
45
31
44
44
19
24
3
27
69
51
46
23
19
23
53
26
30
24
20
33
12
16
22
44
32
45
57
49
0
0
0
0
0
0
0
0
0
0
0
0
0
0
43
0
30
0
48
0
0
0
0
38
0
0
53
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
27
0
0
0
0
0
38
0
33
0
0
0
0
0
0
0
0
26
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
14
31
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
49
36
0
44
29
27
14
53
34
35
46
12
44
0
38
36
48
29
41
0
0
49
24
0
0
20
23
29
0
44
0
0
27
0
56
46
44
37
25
24
31
31
0
45
40
0
17
11
49
30
33
29
41
24
39
57
36
34
19
0
41
52
33
0
1
9
32
49
0
32
9
0
0
0
23
0
0
0
0
0
0
0
0
0
0
0
24
10
0
0
0
0
0
0
0
0
23
18
0
0
16
29
0
0
0
0
0
36
35
33
0
38
0
24
42
0
7
32
46
31
0
0
0
34
43
1
36
38
36
45
42
0
40
36
23
22
12
15
36
47
42
22
0
39
35
36
26
51
43
39
44
7
21
27
0
42
39
29
24
12
0
18
30
32
5
0
3
23
31
24
40
22
0
51
46
36
22
57
7
51
44
37
39
14
49
37
47
41
30
0
49
11
46
48
0
0
0
30
34
42
57
41
54
22
40
16
54
0
42
14
58
16
50
46
54
44
45
39
27
55
59
14
44
0
44
34
16
36
12
61
27
3
0
50
42
28
41
13
35
60
23
28
16
16
24
53
11
40
10
43
29
25
2
57
24
0
56
36
52
60
51
36
42
16
15
0
21
16
36
20
53
56
10
13
12
4
37
41
23
12
34
24
50
52
51
0
0
0
20
0
0
0
40
20
47
36
42
22
0
58
32
25
24
46
47
48
14
34
36
47
24
49
7
37
31
23
33
0
12
18
9
38
32
13
36
27
30
0
26
34
47
38
24
21
20
0
31
46
37
30
1
30
10
50
41
32
38
37
34
9
0
46
34
39
59
22
17
12
43
55
42
35
39
35
41
36
19
17
2
45
20
24
19
48
39
42
3
42
26
27
36
33
32
51
44
44
36
58
32
25
18
8
24
9
11
26
27
37
22
43
27
11
14
39
64
24
26
22
25
11
47
44
34
34
36
59
21
19
23
8
9
17
26
15
37
39
26
69
41
41
8
27
59
34
39
19
13
22
27
19
15
19
46
50
42
15
28
40
21
49
40
48
37
30
28
13
9
23
48
13
5
45
58
53
36
14
42
38
61
40
41
49
45
26
22
43
15
37
28
58
22
0
29
38
0
21
30
30
30
39
40
35
26
48
28
26
18
50
30
59
49
41
37
60
69
28
44
50
59
39
37
33
47
66
49
55
61
50
45
41
49
53
41
31
44
36
33
29
27
39
27
36
48
26
25
0
32
27
25
40
39
51
41
35
46
35
36
33
31
29
22
36
28
43
44
45
35
38
42
33
37
37
48
47
49
50
39
47
33
30
39
39
39
51
48
39
50
43
43
47
41
36
42
39
38
60
34
47
53
44
42
46
36
33
0
42
45
35
31
35
26
64
60
58
56
42
49
48
43
45
50
46
43
46
51
59
58
34
51
37
34
31
39
46
48
24
43
50
25
45
41
46
47
29
15
41
45
41
44
27
5
32
13
35
16
26
18
17
31
17
27
32
22
59
59
51
46
36
36
42
0
35
33
34
0
33
40
37
13
17
20
0
0
0
29
4
5
0
10
2
2
36
17
0
26
19
0
0
0
23
4
0
0
0
0
0
35
16
26
18
19
24
18
15
54
78
56
77
0
0
18
15
6
4
4
10
1
9
17
1
1
24
8
14
32
9
36
36
1
2
16
21
3
6
17
41
35
43
24
21
36
29
36
34
24
35
20
43
39
36
49
22
23
28
24
32
25
28
17
36
5
17
36
19
24
26
30
24
38
23
21
24
27
35
31
46
31
29
35
19
26
36
32
44
31
35
40
11
34
28
38
37
26
23
29
39
16
30
1
1
15
5
1
1
0
2
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
64
0
44
41
44
42
46
33
32
32
35
35
32
33
34
36
35
35
39
26
41
8
34
51
0
43
56
0
39
33
0
0
46
36
0
37
0
40
0
44
27
48
47
46
0
0
44
56
50
30
39
35
41
39
33
41
48
26
0
43
0
40
50
15
28
33
0
43
24
30
18
32
17
44
25
35
38
32
0
0
36
29
38
0
41
32
29
50
1
12
46
49
54
16
36
36
38
32
37
40
20
26
35
36
0
21
43
0
0
32
43
0
0
0
25
30
36
0
0
29
40
53
48
50
42
50
36
44
35
41
25
41
0
29
33
43
20
36
16
43
27
0
45
28
36
7
6
23
15
1
0
20
0
24
29
30
0
27
51
11
44
22
46
15
35
52
38
30
0
0
36
35
48
51
0
33
46
47
44
0
17
21
47
45
11
43
33
58
24
13
53
41
34
35
64
41
21
30
37
23
33
23
28
58
53
26
16
23
25
53
59
44
61
35
3
17
26
32
34
0
0
30
36
20
0
0
36
42
37
32
36
35
0
23
35
0
43
28
38
0
0
0
0
0
0
0
0
34
0
53
46
0
48
0
36
44
40
19
0
35
44
0
35
0
0
0
0
0
0
24
0
22
0
0
46
0
0
0
43
32
43
30
27
16
0
22
44
43
35
0
0
0
11
0
36
32
25
0
35
28
24
26
21
27
22
18
13
29
9
19
19
13
8
6
12
22
30
30
20
34
36
19
22
30
29
18
0
0
0
0
0
46
0
1
50
36
36
47
31
0
0
50
51
0
0
0
0
