name,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year
Nếu Như Anh Đến,Văn Mai Hương,0,0.735,0.805,7,-3.966,1,0.0382,0.46299999999999997,0.0,0.27,0.777,111.054,213394,2015
Mấy Khi,The Flob,17,0.423,0.5710000000000001,4,-6.667999999999999,0,0.0277,0.0479,0.004220000000000001,0.113,0.275,179.864,284307,2019
Yêu,7UPPERCUTS,36,0.7509999999999999,0.764,4,-5.188,1,0.04,0.0159,0.168,0.226,0.904,120.04700000000001,186000,2020
Cơn Mưa Tình Yêu,Ha Anh Tuan,0,0.588,0.48200000000000004,4,-6.591,1,0.0329,0.7709999999999999,0.0,0.0882,0.41700000000000004,123.921,295236,2015
Tập Thể Dục,Kiên Trịnh,32,0.8290000000000001,0.609,6,-4.055,0,0.0849,0.685,0.0,0.0832,0.792,89.991,170667,2020
Trên Tình Bạn Dưới Tình Yêu,MIN,59,0.7759999999999999,0.9209999999999999,2,-3.032,0,0.0382,0.18899999999999997,0.0,0.0621,0.598,108.961,199266,2020
Gác Lại Âu Lo,Da LAB,60,0.745,0.527,6,-8.09,1,0.0786,0.5710000000000001,0.0,0.11,0.385,95.03399999999999,282629,2020
Em Mới Là Người Yêu Anh (Acoustic Version),MIN,43,0.494,0.302,7,-7.221,1,0.0345,0.973,9.95e-05,0.154,0.364,187.87599999999998,235532,2018
Bên Trái,Kiên Trịnh,39,0.8590000000000001,0.376,4,-8.939,1,0.0418,0.742,1.28e-06,0.0811,0.775,104.976,242231,2021
Tôi Biết Em Không Biết,Kiên Trịnh,35,0.855,0.33399999999999996,5,-11.595999999999998,1,0.0409,0.303,0.00149,0.115,0.693,104.98,351415,2021
Đi Theo Bóng Mặt Trời,Đen,47,0.687,0.495,9,-10.036,1,0.345,0.754,0.0,0.251,0.51,77.407,162102,2017
Đôi Lời,Hoang Dung,46,0.325,0.195,7,-12.306,1,0.0327,0.8220000000000001,0.0,0.138,0.518,81.465,232100,2018
Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”),ERIK,43,0.555,0.406,8,-6.2379999999999995,1,0.0307,0.92,0.0,0.32299999999999995,0.12300000000000001,119.956,316866,2017
Nắng Đêm,T.R.I,32,0.885,0.363,2,-10.672,1,0.0329,0.757,1.92e-05,0.0739,0.5710000000000001,100.005,230475,2018
Giữ Lấy Làm Gì,Monstar,39,0.4,0.542,9,-6.39,0,0.0976,0.755,0.000295,0.302,0.428,80.845,205301,2018
"xuân, hạ, thu, đông rồi lại xuân",AMEE,46,0.46,0.204,1,-11.082,1,0.038,0.8809999999999999,0.000721,0.12,0.287,143.398,290609,2020
Say You Do,Tien Tien,44,0.565,0.624,2,-5.715,0,0.0297,0.22899999999999998,4.6899999999999995e-05,0.124,0.24600000000000002,103.96,220344,2015
Trà Sữa,Nho,29,0.49,0.257,0,-9.31,1,0.0379,0.8270000000000001,0.0,0.0995,0.45899999999999996,141.174,219495,2019
Yêu - Acoustic Version,MIN,29,0.589,0.10800000000000001,3,-22.765,1,0.0406,0.8109999999999999,2.12e-06,0.209,0.311,116.065,284672,2015
Cảm Nắng,Suni Hạ Linh,38,0.696,0.41200000000000003,9,-7.071000000000001,1,0.0523,0.518,0.0,0.0657,0.304,80.015,228750,2017
Mùa yêu đầu,Đinh Mạnh Ninh,32,0.5920000000000001,0.115,11,-15.515999999999998,1,0.06,0.9490000000000001,0.0,0.187,0.5489999999999999,131.079,275540,2019
"Bài Ka Tuổi Trẻ (feat. Vũ Bùi Thu Thủy, Linh Cáo & Mel G)",JGKiD (Da LAB),41,0.779,0.8809999999999999,10,-3.793,1,0.28,0.71,0.0,0.0815,0.728,77.503,229682,2016
Người Nào Đó,JustaTee,34,0.645,0.649,0,-6.309,1,0.0318,0.762,0.0,0.145,0.521,95.001,237611,2013
Hôn Anh,MIN,37,0.588,0.698,0,-4.9719999999999995,0,0.136,0.391,0.0,0.095,0.44,81.706,234146,2017
Ta Cứ Đi Cùng Nhau,Đen,46,0.628,0.6709999999999999,7,-5.385,0,0.0309,0.722,1.1e-06,0.737,0.0989,105.96700000000001,345820,2021
Kém Duyên,Rum,44,0.828,0.675,10,-5.056,1,0.038,0.282,0.0,0.106,0.6679999999999999,110.053,224744,
Mua Hong (feat. Bui Lan Huong),Ha Le,34,0.617,0.7609999999999999,4,-5.2170000000000005,1,0.0346,0.455,0.00121,0.466,0.40299999999999997,109.975,288367,2020
Ngày Khác Lạ,Đen,45,0.653,0.782,1,-3.588,0,0.0427,0.0987,0.0,0.115,0.25,137.959,212174,2018
Một Năm Mới Bình An,Sơn Tùng M-TP,36,0.6659999999999999,0.823,0,-7.811,1,0.0335,0.465,0.0,0.102,0.419,113.973,248736,2017
Who,Chillies,40,0.675,0.589,9,-7.944,1,0.12300000000000001,0.659,0.0,0.0915,0.35200000000000004,87.991,243409,2018
Rằng Em Mãi Ở Bên (Chillout Version),Bich Phuong,24,0.685,0.429,2,-9.781,1,0.0321,0.21100000000000002,0.0242,0.14,0.159,117.03,238289,2015
CHẠY NGAY ĐI - Onionn Remix,Sơn Tùng M-TP,41,0.758,0.9079999999999999,2,-1.4969999999999999,0,0.0352,0.257,0.0,0.0759,0.88,124.98200000000001,230400,2018
Ngu Nghếch,Hoang Dung,31,0.44299999999999995,0.456,0,-9.734,1,0.0344,0.738,0.0,0.239,0.6859999999999999,74.53,240860,2019
Bên Ấy Bên Này,Long Cao,33,0.7,0.226,8,-9.593,1,0.0374,0.9209999999999999,0.0,0.134,0.449,121.87299999999999,190003,2019
