danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.682,0.391,5,-11.343,1,0.0287,0.674,2.5e-06,0.105,0.437,105.992,audio_features,2ZGPGavvuhKst4YulDNsvs,spotify:track:2ZGPGavvuhKst4YulDNsvs,https://api.spotify.com/v1/tracks/2ZGPGavvuhKst4YulDNsvs,https://api.spotify.com/v1/audio-analysis/2ZGPGavvuhKst4YulDNsvs,258142,4
0.596,0.4,11,-11.616,1,0.0292,0.538,0.000606,0.0846,0.401,179.953,audio_features,1OvwmUN6NBbwn1msFw1biQ,spotify:track:1OvwmUN6NBbwn1msFw1biQ,https://api.spotify.com/v1/tracks/1OvwmUN6NBbwn1msFw1biQ,https://api.spotify.com/v1/audio-analysis/1OvwmUN6NBbwn1msFw1biQ,253388,4
0.881,0.571,4,-9.182,0,0.274,0.0955,0.000531,0.0682,0.66,136.075,audio_features,09eYSoem8gQWelNj1G9Aqa,spotify:track:09eYSoem8gQWelNj1G9Aqa,https://api.spotify.com/v1/tracks/09eYSoem8gQWelNj1G9Aqa,https://api.spotify.com/v1/audio-analysis/09eYSoem8gQWelNj1G9Aqa,216001,4
0.582,0.453,8,-5.968,1,0.0276,0.746,0.0,0.107,0.291,133.979,audio_features,6PqpMF6EQ9X0X6wmYU1dwL,spotify:track:6PqpMF6EQ9X0X6wmYU1dwL,https://api.spotify.com/v1/tracks/6PqpMF6EQ9X0X6wmYU1dwL,https://api.spotify.com/v1/audio-analysis/6PqpMF6EQ9X0X6wmYU1dwL,298881,4
0.866,0.644,9,-7.45,0,0.0479,0.777,0.00577,0.429,0.788,122.976,audio_features,01WDJ9gcaXFuNzY5ir9CaE,spotify:track:01WDJ9gcaXFuNzY5ir9CaE,https://api.spotify.com/v1/tracks/01WDJ9gcaXFuNzY5ir9CaE,https://api.spotify.com/v1/audio-analysis/01WDJ9gcaXFuNzY5ir9CaE,194645,4
0.851,0.57,5,-6.955,0,0.0467,0.431,0.0,0.14,0.721,139.982,audio_features,6kDeCSj6MUvUSiwirbCERV,spotify:track:6kDeCSj6MUvUSiwirbCERV,https://api.spotify.com/v1/tracks/6kDeCSj6MUvUSiwirbCERV,https://api.spotify.com/v1/audio-analysis/6kDeCSj6MUvUSiwirbCERV,202290,4
0.599,0.33,5,-12.12,1,0.0274,0.856,0.000249,0.14,0.154,101.962,audio_features,0Jza86nYNIq6L6eB3uYWwr,spotify:track:0Jza86nYNIq6L6eB3uYWwr,https://api.spotify.com/v1/tracks/0Jza86nYNIq6L6eB3uYWwr,https://api.spotify.com/v1/audio-analysis/0Jza86nYNIq6L6eB3uYWwr,269453,4
0.735,0.805,7,-3.966,1,0.0382,0.463,0.0,0.27,0.777,111.054,audio_features,28DNDompepKzemhnmlHMnV,spotify:track:28DNDompepKzemhnmlHMnV,https://api.spotify.com/v1/tracks/28DNDompepKzemhnmlHMnV,https://api.spotify.com/v1/audio-analysis/28DNDompepKzemhnmlHMnV,213394,4
0.423,0.571,4,-6.668,0,0.0277,0.0479,0.00422,0.113,0.275,179.864,audio_features,6rjl4mHqwzYzlb4r0LDq3O,spotify:track:6rjl4mHqwzYzlb4r0LDq3O,https://api.spotify.com/v1/tracks/6rjl4mHqwzYzlb4r0LDq3O,https://api.spotify.com/v1/audio-analysis/6rjl4mHqwzYzlb4r0LDq3O,284307,4
0.751,0.764,4,-5.188,1,0.04,0.0159,0.168,0.226,0.904,120.047,audio_features,5fxYbuTGf1RzPUuOS3IBZa,spotify:track:5fxYbuTGf1RzPUuOS3IBZa,https://api.spotify.com/v1/tracks/5fxYbuTGf1RzPUuOS3IBZa,https://api.spotify.com/v1/audio-analysis/5fxYbuTGf1RzPUuOS3IBZa,186000,4
0.588,0.482,4,-6.591,1,0.0329,0.771,0.0,0.0882,0.417,123.921,audio_features,3nZseM1MPj8Zlf5loHrobx,spotify:track:3nZseM1MPj8Zlf5loHrobx,https://api.spotify.com/v1/tracks/3nZseM1MPj8Zlf5loHrobx,https://api.spotify.com/v1/audio-analysis/3nZseM1MPj8Zlf5loHrobx,295236,4
0.829,0.609,6,-4.055,0,0.0849,0.685,0.0,0.0832,0.792,89.991,audio_features,0XhpIRP85XxHWNxSzFnEtz,spotify:track:0XhpIRP85XxHWNxSzFnEtz,https://api.spotify.com/v1/tracks/0XhpIRP85XxHWNxSzFnEtz,https://api.spotify.com/v1/audio-analysis/0XhpIRP85XxHWNxSzFnEtz,170667,4
0.776,0.921,2,-3.032,0,0.0382,0.189,0.0,0.0621,0.598,108.961,audio_features,5zH2inEP6THOY8tomr3DdZ,spotify:track:5zH2inEP6THOY8tomr3DdZ,https://api.spotify.com/v1/tracks/5zH2inEP6THOY8tomr3DdZ,https://api.spotify.com/v1/audio-analysis/5zH2inEP6THOY8tomr3DdZ,199266,4
